redshift,stellar_mass,deVRad_r,deVAB_r,expRad_r,expAB_r,class,class_label
0.085251,10.801019,2.777828,0.32957,1.67421,0.402422,1,spiral
0.132866,10.506886,2.687942,0.847304,1.599413,0.843611,1,spiral
0.092297,10.075497,7.458543,0.572612,3.072464,0.597521,1,spiral
0.164206,11.758071,7.790936,0.644228,3.673371,0.63247,0,elliptical
0.080008,10.394814,7.937788,0.175336,3.761391,0.211252,1,spiral
0.082444,10.914625,2.670528,0.693411,1.805309,0.727704,1,spiral
0.085127,9.983566,12.316625,0.200215,4.90308,0.262913,1,spiral
0.093353,10.808186,12.697989,0.180531,5.391659,0.204396,1,spiral
0.075559,10.544368,1.863694,0.669628,1.233747,0.735341,1,spiral
0.115637,10.624104,3.397389,0.455828,2.0533,0.488867,1,spiral
0.063959,9.963141,6.078652,0.916607,2.76812,0.905134,1,spiral
0.103252,10.233334,3.6453,0.89619,1.926065,0.891795,1,spiral
0.157013,11.111651,1.258914,0.720452,0.866917,0.760301,0,elliptical
0.134574,10.920437,4.977551,0.456233,2.437419,0.428562,1,spiral
0.157568,11.564505,3.592616,0.985164,1.838352,0.884127,0,elliptical
0.06464,9.927116,23.674501,0.250003,8.425549,0.24999,1,spiral
0.094426,10.95384,2.544167,0.389572,1.597657,0.488502,1,spiral
0.112189,10.924039,1.856489,0.385809,1.417234,0.411925,1,spiral
0.061081,10.68143,20.32263,0.169074,8.434457,0.175053,1,spiral
0.112418,10.53679,9.809117,0.753926,3.633505,0.778073,1,spiral
0.0968,10.624531,3.379144,0.270512,2.051687,0.31961,1,spiral
0.095496,10.899915,2.989023,0.389192,1.85856,0.42929,1,spiral
0.177529,11.138097,2.081005,0.590793,1.43399,0.59085,1,spiral
0.323238,11.781514,2.809683,0.632164,1.510402,0.656059,0,elliptical
0.092724,10.527757,2.289814,0.66624,1.312446,0.671548,1,spiral
0.046884,9.981749,6.049629,0.223185,3.048888,0.257398,1,spiral
0.062684,11.041,10.796868,0.278195,5.833706,0.26152,1,spiral
0.090478,10.531133,10.706753,0.299964,4.38156,0.345827,1,spiral
0.092374,10.774624,5.790635,0.848848,2.871261,0.825643,1,spiral
0.089661,10.427031,12.320038,0.449278,4.786791,0.467797,1,spiral
0.125483,10.744287,6.978185,0.33252,3.28917,0.364902,1,spiral
0.168078,11.07416,1.549707,0.621915,1.041708,0.683029,0,elliptical
0.088419,10.663867,2.741741,0.537335,1.802866,0.50604,1,spiral
0.069483,9.783569,14.531901,0.823289,4.469889,0.856135,1,spiral
0.04348,9.601923,7.425691,0.249487,3.374335,0.281849,1,spiral
0.073615,10.740467,9.891568,0.928403,4.19028,0.929014,1,spiral
0.129804,10.793106,9.888551,0.566531,3.67476,0.607981,1,spiral
0.184798,11.606945,3.968209,0.74591,1.921948,0.773188,0,elliptical
0.065429,10.024618,7.97968,0.24627,3.804627,0.267295,1,spiral
0.095744,10.812461,2.899295,0.859103,1.858018,0.866622,1,spiral
0.031124,9.188179,15.343534,0.42944,5.429645,0.457601,1,spiral
0.12316,11.225871,4.400529,0.433586,2.456266,0.43708,1,spiral
0.084679,10.883039,11.948209,0.704965,5.081669,0.733502,1,spiral
0.095571,10.883473,4.538341,0.522863,2.796733,0.51284,1,spiral
0.085755,11.00965,10.888371,0.249972,5.177151,0.262968,1,spiral
0.054483,10.259286,5.317804,0.509553,2.899615,0.519295,1,spiral
0.150333,10.986978,5.502984,0.472905,2.690284,0.517261,1,spiral
0.092765,10.286006,7.727567,0.504565,3.270689,0.537019,1,spiral
0.090106,10.729691,11.797027,0.199914,4.836284,0.222742,1,spiral
0.064742,11.060005,3.585781,0.809451,2.362546,0.824795,0,elliptical
0.087472,10.329253,6.108964,0.217065,2.822356,0.273635,1,spiral
0.195496,11.626697,3.140625,0.7602,1.569969,0.807096,0,elliptical
0.035412,9.39703,12.482067,0.205575,4.866499,0.232749,1,spiral
0.093446,11.201797,5.632808,0.503641,2.969009,0.514757,1,spiral
0.136972,11.1986,6.35929,0.528687,3.301539,0.536196,1,spiral
0.056478,10.828576,3.100893,0.842262,1.942844,0.831957,0,elliptical
0.095544,10.85879,3.073078,0.50139,2.212573,0.469333,1,spiral
0.048747,9.110654,14.998739,0.157175,5.717785,0.19268,1,spiral
0.071603,10.92806,11.509724,0.744383,5.704771,0.786916,1,spiral
0.090885,10.477655,15.34419,0.624233,5.149382,0.626494,1,spiral
0.038248,10.641387,3.187118,0.987028,2.334025,0.95999,0,elliptical
0.07373,11.040853,12.322175,0.51287,6.299838,0.485364,1,spiral
0.128217,10.929123,4.262502,0.161476,2.566054,0.217831,1,spiral
0.239283,11.526147,1.738438,0.66208,1.031433,0.712722,0,elliptical
0.098563,11.245673,4.371739,0.303475,2.528242,0.339958,1,spiral
0.01895,9.161753,23.81883,0.28068,9.237596,0.252542,1,spiral
0.097319,11.054677,2.153219,0.827058,1.350099,0.873762,0,elliptical
0.079341,10.64312,3.909497,0.929114,2.010476,0.967118,1,spiral
0.148143,10.868923,2.655156,0.661393,1.559705,0.666895,1,spiral
0.09561,11.299476,4.491494,0.776203,2.44042,0.781254,0,elliptical
0.095311,10.472178,12.31781,0.171742,5.021657,0.199995,1,spiral
0.095988,10.915671,8.836071,0.709178,4.602438,0.669703,1,spiral
0.0923,10.573368,2.255682,0.322653,1.544014,0.389891,1,spiral
0.083642,10.069551,6.825267,0.899791,2.83076,0.907498,1,spiral
0.157425,11.199693,4.282866,0.699569,2.294359,0.691097,1,spiral
0.128116,10.574826,8.458812,0.664708,3.531893,0.665149,1,spiral
0.138351,11.023601,4.263521,0.730764,2.018371,0.677811,1,spiral
0.254931,11.471911,2.836701,0.738839,1.479766,0.730243,0,elliptical
0.082646,10.347225,2.455016,0.43564,1.541755,0.503883,1,spiral
0.121611,11.021287,6.146077,0.357995,3.202086,0.383265,1,spiral
0.020511,8.584379,6.843744,0.265296,3.15171,0.320473,1,spiral
0.062953,10.715173,11.403099,0.805796,5.677267,0.781596,1,spiral
0.139173,10.788782,1.661433,0.610718,1.200061,0.59118,1,spiral
0.185326,11.312132,2.482242,0.488507,1.331212,0.554571,0,elliptical
0.061884,10.098667,12.318707,0.947238,4.729275,0.934009,1,spiral
0.070459,10.481783,5.313558,0.409425,2.519398,0.429459,1,spiral
0.169743,11.653022,7.28304,0.681229,2.972833,0.719964,0,elliptical
0.046249,10.878654,8.56004,0.466409,4.606933,0.485992,1,spiral
0.088885,10.676081,5.090507,0.400006,2.568401,0.458934,1,spiral
0.087942,10.537627,8.010415,0.999753,3.632597,0.932476,1,spiral
0.064918,11.00176,3.787645,0.745967,2.847947,0.73315,0,elliptical
0.075433,10.489725,8.146003,0.21248,3.736268,0.24731,1,spiral
0.079503,10.584792,8.78252,0.569979,3.621888,0.591508,1,spiral
0.062473,10.488804,17.010124,0.150002,7.26164,0.173752,1,spiral
0.032667,9.630978,9.736396,0.177089,4.338392,0.2065,1,spiral
0.084717,9.945146,7.939929,0.794701,2.939216,0.824292,1,spiral
0.047206,10.64207,4.513441,0.600314,2.909536,0.578481,0,elliptical
0.082846,10.326514,1.595417,0.309654,1.213171,0.356705,1,spiral
0.045772,10.280935,23.832264,0.116456,8.765573,0.151294,1,spiral
0.15117,10.680696,0.801727,0.716832,0.762947,0.713394,0,elliptical
0.098882,11.058794,6.638325,0.828089,3.517742,0.810053,1,spiral
0.037232,9.466894,10.355942,0.37538,4.215257,0.415168,1,spiral
0.086118,10.93757,4.46858,0.404472,2.540772,0.433248,1,spiral
0.080029,10.283982,7.051493,0.180329,3.710115,0.210813,1,spiral
0.164746,10.860781,10.154052,0.547856,3.850045,0.576134,1,spiral
0.038531,9.466243,9.587301,0.379105,3.802819,0.414657,1,spiral
0.097298,11.280174,3.759635,0.708974,2.03236,0.726889,0,elliptical
0.08085,10.717803,3.058232,0.503438,1.849088,0.485433,1,spiral
0.04731,10.322865,2.764276,0.256697,1.867857,0.281409,1,spiral
0.066086,10.02473,14.753969,0.699582,5.482542,0.711824,1,spiral
0.066214,10.173867,4.106083,0.204002,2.397065,0.222036,1,spiral
0.085927,11.121773,9.119591,0.642404,4.711986,0.576032,1,spiral
0.048347,10.879033,8.370831,0.394279,4.66288,0.422825,1,spiral
0.220765,11.591264,2.41897,0.641284,1.316056,0.720744,0,elliptical
0.041531,10.158017,2.266053,0.67845,1.513602,0.681469,0,elliptical
0.098474,11.449895,4.161404,0.75277,2.374213,0.757974,0,elliptical
0.046648,9.780275,8.785484,0.3595,4.487696,0.373359,1,spiral
0.067315,10.561646,6.82275,0.395176,3.17244,0.434485,1,spiral
0.185742,11.443783,2.373308,0.749798,1.449157,0.734506,0,elliptical
0.113997,10.588087,3.048925,0.428802,1.913881,0.429276,1,spiral
0.02127,10.469722,29.673195,0.871648,15.352453,0.570936,1,spiral
0.124156,10.868246,5.42759,0.809502,2.573662,0.835335,1,spiral
0.115809,10.813722,2.247993,0.462023,1.497238,0.532533,1,spiral
0.14997,10.942954,4.444759,0.622052,2.3696,0.617694,1,spiral
0.089898,11.033079,6.989896,0.513779,3.922296,0.48172,1,spiral
0.073561,10.270793,5.438289,0.673719,2.559875,0.690295,1,spiral
0.083398,10.160663,7.940718,0.217451,3.598624,0.250264,1,spiral
0.135286,10.81478,2.196669,0.704214,1.282293,0.781647,1,spiral
0.018496,9.323677,29.669899,0.368641,11.725018,0.344187,1,spiral
0.065672,11.130919,10.821598,0.947776,5.809189,0.892746,1,spiral
0.18252,11.381078,1.223018,0.998556,0.94232,0.943856,0,elliptical
0.094451,11.03771,6.391029,0.441134,3.375227,0.478343,1,spiral
0.096601,11.376557,7.228124,0.560185,3.666718,0.575748,1,spiral
0.097799,10.519157,9.88907,0.399986,4.067964,0.437284,1,spiral
0.118683,10.697949,1.395838,0.593818,1.038269,0.665731,1,spiral
0.095515,10.403853,7.938465,0.437453,3.469305,0.448519,1,spiral
0.161948,11.048983,4.108259,0.847529,2.077825,0.871041,1,spiral
0.272025,11.774954,4.997737,0.663746,2.273926,0.639353,0,elliptical
0.217612,11.449066,2.029542,0.781606,1.255952,0.803812,0,elliptical
0.098447,11.40444,5.884079,0.869716,2.973318,0.869678,0,elliptical
0.09241,10.542962,5.851632,0.916683,2.831101,0.880274,1,spiral
0.114096,10.510981,4.711738,0.600043,2.24989,0.641906,1,spiral
0.063203,9.973156,2.708033,0.1763,1.90444,0.217187,1,spiral
0.062983,10.15178,6.3725,0.287788,3.120202,0.329945,1,spiral
0.028895,9.404792,2.338881,0.806478,1.450776,0.816019,0,elliptical
0.042113,9.927723,23.826832,0.521263,8.449924,0.52833,1,spiral
0.150696,11.102699,5.67967,0.326523,3.027,0.348758,1,spiral
0.132238,11.141517,3.098377,0.849933,1.515379,0.843753,0,elliptical
0.15173,10.67341,5.116142,0.958633,2.227255,0.969331,1,spiral
0.119914,11.041034,4.219112,0.999716,2.404916,0.95912,1,spiral
0.124618,10.915413,3.29649,0.336449,1.883351,0.381724,1,spiral
0.244353,11.418778,1.9399,0.84762,1.03766,0.87683,0,elliptical
0.123329,11.137381,5.284095,0.383723,2.628645,0.422168,1,spiral
0.026796,9.214174,13.154997,0.171123,5.865491,0.188969,1,spiral
0.165476,11.341299,1.724679,0.772728,1.10659,0.836319,0,elliptical
0.183007,11.202438,5.116969,0.472609,2.588665,0.472576,1,spiral
0.175972,11.067057,1.61298,0.782035,0.990665,0.779083,0,elliptical
0.168585,11.409978,2.672647,0.877816,1.303331,0.91764,0,elliptical
0.025006,8.911832,23.809013,0.152352,7.651947,0.199986,1,spiral
0.025298,11.148386,8.970301,0.82075,7.177609,0.818792,0,elliptical
0.131667,10.55981,7.275128,0.551335,2.881668,0.605469,1,spiral
0.099843,10.374438,2.18761,0.876854,1.335393,0.890317,1,spiral
0.067888,11.406946,5.74396,0.951151,3.533777,0.865423,0,elliptical
0.144688,11.022225,0.318959,0.999208,0.388597,0.999293,1,spiral
0.074754,10.609286,2.198954,0.911055,1.528108,0.8326,1,spiral
0.073703,10.483836,1.606754,0.858187,1.202493,0.821835,0,elliptical
0.017554,8.872193,21.62553,0.238804,8.352511,0.249965,1,spiral
0.079136,10.439986,5.480125,0.809956,2.693699,0.799046,1,spiral
0.079777,9.494855,12.319134,0.850999,4.096152,0.828527,1,spiral
0.287555,11.752843,2.880539,0.982372,1.490675,0.933136,0,elliptical
0.072443,10.733716,28.819958,0.683198,9.421941,0.760556,1,spiral
0.037147,10.057673,5.254562,0.229381,3.165343,0.252254,1,spiral
0.077468,10.214735,10.517248,0.359437,4.306162,0.399684,1,spiral
0.121389,10.749083,2.004272,0.928031,1.260018,0.923177,0,elliptical
0.074122,10.077093,5.115392,0.593687,2.536757,0.61494,1,spiral
0.107051,10.688559,3.440176,0.609598,2.212852,0.60214,1,spiral
0.096391,11.039542,12.824041,0.649935,5.232435,0.711148,1,spiral
0.104732,11.323983,3.081196,0.914209,1.944458,0.872077,0,elliptical
0.103883,10.811472,6.372175,0.770123,3.005974,0.782834,1,spiral
0.043642,10.171908,15.008152,0.378384,6.707647,0.38174,1,spiral
0.060827,10.721427,5.238601,0.410548,2.658486,0.456902,1,spiral
0.124451,11.061007,4.331464,0.323959,2.427797,0.371214,1,spiral
0.059772,9.749486,14.016251,0.937287,4.512242,0.935091,1,spiral
0.097304,10.880985,3.610428,0.622925,2.745016,0.519618,1,spiral
0.069845,11.100476,7.624989,0.257058,3.884363,0.284532,1,spiral
0.14055,10.920722,7.893755,0.243771,3.779589,0.262692,1,spiral
0.14948,10.94143,1.198389,0.866642,0.798666,0.922867,0,elliptical
0.093574,11.714335,13.1026,0.807847,5.763206,0.789516,0,elliptical
0.061718,10.418562,7.505577,0.684064,3.073266,0.713799,1,spiral
0.064837,9.79883,8.268875,0.75001,3.243037,0.758676,1,spiral
0.070977,10.590978,2.186146,0.405813,1.510646,0.46463,1,spiral
0.204386,11.518056,3.210032,0.713924,1.57294,0.774369,0,elliptical
0.070721,10.929532,4.147071,0.215151,2.532781,0.293931,1,spiral
0.079532,10.587227,3.535119,0.240634,2.101824,0.290149,1,spiral
0.062912,10.074944,8.640711,0.163129,4.017753,0.199991,1,spiral
0.070222,10.224553,5.393459,0.664664,2.718385,0.685369,1,spiral
0.20438,11.317131,1.668539,0.808898,1.006836,0.837604,0,elliptical
0.148747,11.282638,1.537869,0.740594,1.000729,0.776939,0,elliptical
0.076358,10.32393,7.887817,0.332902,3.476743,0.381384,1,spiral
0.094542,9.975298,12.317191,0.429653,3.964866,0.475771,1,spiral
0.021482,10.13368,8.770447,0.613778,7.249362,0.474994,1,spiral
0.094624,10.573395,16.340481,0.62719,5.482185,0.652201,1,spiral
0.111202,10.82878,2.315432,0.685246,1.284141,0.720562,1,spiral
0.109076,10.554102,2.223523,0.547073,1.443672,0.580921,1,spiral
0.098089,11.078945,7.624753,0.414288,3.775019,0.4349,1,spiral
0.094887,10.615064,5.128252,0.52405,2.472559,0.556318,1,spiral
0.069663,10.443244,5.831999,0.237505,2.961394,0.280898,1,spiral
0.095535,11.151937,9.122312,0.755459,4.63932,0.772479,1,spiral
0.096652,10.412882,3.231619,0.450007,1.854257,0.530856,1,spiral
0.021343,10.251611,7.660952,0.299992,4.586182,0.335698,1,spiral
0.095561,10.988502,5.111916,0.899814,2.430143,0.928824,1,spiral
0.092576,11.116227,2.00607,0.745631,1.297434,0.790436,0,elliptical
0.101216,10.775688,6.520201,0.221417,3.56058,0.251588,1,spiral
0.266195,11.612055,2.31934,0.771911,1.229799,0.773584,0,elliptical
0.063109,10.182798,1.506654,0.301894,1.205986,0.373688,1,spiral
0.096063,10.811572,3.649071,0.353903,1.878116,0.413334,1,spiral
0.071024,10.509585,3.13744,0.528323,1.974913,0.540916,1,spiral
0.071341,11.191158,5.240569,0.730811,2.987539,0.734675,0,elliptical
0.034944,10.865084,12.599445,0.278725,7.413109,0.234831,1,spiral
0.222461,11.313028,1.752781,0.807366,1.00098,0.841086,0,elliptical
0.056424,9.313436,10.301146,0.291718,4.300078,0.339063,1,spiral
0.063365,9.859626,12.019071,0.189365,5.086001,0.213362,1,spiral
0.125715,11.009544,7.714474,0.434158,3.325714,0.461662,1,spiral
0.094636,10.851299,4.503682,0.523177,2.387685,0.542315,1,spiral
0.07146,10.182865,2.99526,0.337214,1.879399,0.369275,1,spiral
0.041842,10.250728,20.874449,0.478932,7.919711,0.478832,1,spiral
0.084139,10.153054,5.39438,0.369827,2.810157,0.392241,1,spiral
0.098144,10.833608,4.059689,0.335689,2.37923,0.360191,1,spiral
0.099097,11.055979,7.938601,0.931542,3.784144,0.90902,1,spiral
0.094871,10.734152,1.953315,0.791448,1.240886,0.791091,1,spiral
0.095662,11.539721,6.165034,0.888244,3.014122,0.88458,0,elliptical
0.157748,11.424378,2.875717,0.456541,1.571677,0.483477,1,spiral
0.094732,10.132481,8.959549,0.849937,3.399184,0.86971,1,spiral
0.110648,10.661523,7.940395,0.165872,3.924674,0.213447,1,spiral
0.096984,10.624082,4.108187,0.349953,2.136424,0.385901,1,spiral
0.048605,10.027709,9.777836,0.399962,4.133124,0.427448,1,spiral
0.116788,10.793086,6.558675,0.682534,3.081903,0.70417,1,spiral
0.147194,11.264207,4.044493,0.837988,2.037686,0.907931,1,spiral
0.064552,10.538909,10.903104,0.757367,4.410178,0.720514,1,spiral
0.109695,11.169397,3.954331,0.654603,2.248459,0.636366,0,elliptical
0.114146,10.694465,10.859696,0.249992,4.782862,0.279693,1,spiral
0.034573,10.7131,4.072394,0.983503,2.881113,0.927414,0,elliptical
0.154969,11.263673,10.615605,0.181519,5.041245,0.205457,1,spiral
0.1045,11.492016,11.117086,0.52894,5.567529,0.513878,1,spiral
0.160229,10.996716,9.282338,0.699986,3.805998,0.717071,1,spiral
0.150662,10.870143,2.144622,0.199482,1.581077,0.2412,1,spiral
0.099216,10.831191,7.792674,0.16855,3.998616,0.193523,1,spiral
0.094036,11.053711,7.432459,0.630397,3.09505,0.677966,0,elliptical
0.095188,11.350015,14.287399,0.785499,6.208903,0.719438,1,spiral
0.106379,10.672097,8.915357,0.820166,3.459125,0.820129,1,spiral
0.147294,10.772622,0.851368,0.738163,0.746788,0.761805,0,elliptical
0.063592,9.9111,9.846855,0.344881,4.114311,0.372288,1,spiral
0.027706,10.328999,12.031154,0.577018,6.658965,0.503107,1,spiral
0.064235,10.35102,20.799294,0.11792,7.96972,0.14423,1,spiral
0.065001,9.760899,7.948401,0.249999,3.516541,0.291787,1,spiral
0.050504,10.879954,9.101807,0.514403,4.479314,0.519062,1,spiral
0.107467,10.966558,6.121081,0.291771,2.939796,0.319249,1,spiral
0.105717,11.248285,2.846903,0.774095,1.633386,0.854743,0,elliptical
0.164217,10.953422,1.450498,0.77942,0.961372,0.804627,0,elliptical
0.049533,9.964445,6.044359,0.225085,3.186992,0.260892,1,spiral
0.104628,11.134873,3.285668,0.812626,1.949183,0.828994,0,elliptical
0.126388,10.409881,5.25449,0.573152,2.382629,0.606001,1,spiral
0.107903,10.777601,3.17415,0.318843,1.934797,0.355646,1,spiral
0.137512,10.925276,3.239166,0.33729,2.015421,0.375885,1,spiral
0.129347,10.720966,9.890596,0.78627,3.878052,0.818516,1,spiral
0.228741,11.424463,2.394833,0.998201,1.236157,0.978509,0,elliptical
0.164569,10.852797,2.312733,0.820975,1.358674,0.837015,1,spiral
0.115724,10.809601,1.911911,0.826238,1.263528,0.813257,1,spiral
0.172829,11.336442,1.747291,0.76652,1.188694,0.770349,0,elliptical
0.165116,11.343761,2.056855,0.706595,1.273367,0.720171,0,elliptical
0.082595,10.472734,11.825837,0.20184,5.038249,0.233286,1,spiral
0.16326,11.00614,3.449522,0.438705,1.980749,0.441814,1,spiral
0.093173,10.304486,9.622913,0.381499,4.086903,0.397244,1,spiral
0.096972,10.213651,5.116686,0.905452,2.38525,0.891448,1,spiral
0.021503,10.328441,7.558149,0.680259,5.055408,0.669095,1,spiral
0.097755,11.478601,7.116477,0.793834,3.576656,0.76582,0,elliptical
0.046953,9.314421,14.77431,0.495405,5.086449,0.550003,1,spiral
0.033084,9.961383,3.133225,0.316939,2.034365,0.365459,1,spiral
0.114393,10.723218,1.804474,0.584282,1.217968,0.608805,1,spiral
0.096382,10.608432,18.841663,0.186645,6.687001,0.199005,1,spiral
0.065429,10.090384,15.3502,0.89358,5.109468,0.891877,1,spiral
0.10176,10.617087,12.23755,0.742041,4.079413,0.7661,1,spiral
0.098622,10.854607,6.568041,0.098078,3.856855,0.141672,1,spiral
0.130639,10.927204,10.257293,0.699848,4.604713,0.736963,1,spiral
0.226185,11.400613,1.378172,0.745561,0.952244,0.770797,0,elliptical
0.080729,10.452079,1.897247,0.427483,1.442773,0.4698,1,spiral
0.265089,11.521794,1.658723,0.914682,1.138514,0.875013,0,elliptical
0.047351,10.742121,4.322333,0.815659,3.560146,0.713736,1,spiral
0.253367,11.64397,2.717737,0.779236,1.479064,0.765093,0,elliptical
0.078015,10.905367,3.24046,0.353464,2.091437,0.418988,1,spiral
0.106397,10.700417,8.306399,0.416313,3.857947,0.434665,1,spiral
0.231701,11.485179,4.003647,0.638095,1.976862,0.667989,0,elliptical
0.095933,10.753922,2.805897,0.89097,1.602198,0.919475,1,spiral
0.114054,10.202613,5.960375,0.518702,2.889597,0.54125,1,spiral
0.10698,11.047351,5.459793,0.832218,2.964758,0.83151,1,spiral
0.142718,10.802885,4.106271,0.444581,2.252616,0.416905,1,spiral
0.131208,11.712614,5.88056,0.478328,3.203231,0.479246,1,spiral
0.055885,9.976677,9.890115,0.352412,4.305946,0.371258,1,spiral
0.125795,10.59774,7.18821,0.925756,2.920547,0.934786,1,spiral
0.09537,11.113759,2.548384,0.849409,1.556029,0.860165,0,elliptical
0.089192,10.636658,7.818054,0.19998,4.185491,0.205501,1,spiral
0.062615,10.705257,8.395828,0.288084,4.400985,0.285341,1,spiral
0.095941,11.571747,6.233401,0.656347,3.090333,0.653317,0,elliptical
0.032723,9.134679,17.208239,0.466559,5.404663,0.531539,1,spiral
0.076864,10.617807,4.352307,0.668835,2.74713,0.62,1,spiral
0.047285,10.245569,29.666971,0.112214,12.227654,0.121858,1,spiral
0.126864,11.431418,3.563998,0.766839,1.936771,0.780927,0,elliptical
0.063873,10.679029,12.110952,0.705827,5.38324,0.677323,1,spiral
0.048921,9.388852,18.535645,0.317493,6.186103,0.370241,1,spiral
0.077656,10.785408,6.357598,0.290796,3.323888,0.331626,1,spiral
0.095218,10.596161,6.4034,0.199995,3.210433,0.236238,1,spiral
0.114897,10.690935,1.971941,0.275304,1.41531,0.327482,1,spiral
0.18963,11.149273,5.623895,0.788015,2.430704,0.770732,1,spiral
0.098048,10.433857,6.47185,0.449932,2.812625,0.492253,1,spiral
0.097119,10.688682,8.689083,0.499948,3.674526,0.517245,1,spiral
0.062054,10.379573,8.908876,0.194924,4.33508,0.199999,1,spiral
0.039636,11.237717,9.513626,0.69032,6.866715,0.62995,0,elliptical
0.039893,10.367365,7.69943,0.27226,3.803706,0.303999,1,spiral
0.112621,10.728437,1.603196,0.475845,1.215765,0.535383,1,spiral
0.065547,11.032179,4.065056,0.737189,2.425073,0.727934,0,elliptical
0.185791,11.152966,5.568038,0.395291,2.836732,0.389667,1,spiral
0.081309,10.425985,7.939673,0.671577,3.624494,0.667017,1,spiral
0.106527,10.972081,1.441361,0.815405,1.010079,0.82315,0,elliptical
0.136159,11.205651,2.520478,0.801949,1.300354,0.841229,0,elliptical
0.086925,10.394472,7.944252,0.254123,3.855235,0.281129,1,spiral
0.114168,10.784467,2.717371,0.631931,1.559508,0.660492,1,spiral
0.075511,10.760908,2.553395,0.76188,1.540663,0.728836,1,spiral
0.15049,11.135107,2.853737,0.456184,1.76724,0.476058,1,spiral
0.119745,10.860855,2.731818,0.566669,1.821938,0.560678,1,spiral
0.081999,10.315822,9.428246,0.539194,3.637412,0.563738,1,spiral
0.116003,10.71431,7.833343,0.634002,3.285569,0.674507,1,spiral
0.063973,10.534352,1.702725,0.515723,1.258547,0.532456,0,elliptical
0.070676,11.170868,2.420698,0.942801,1.594727,0.970917,0,elliptical
0.072069,10.166632,2.653536,0.499914,1.645891,0.528343,1,spiral
0.020857,9.898118,2.780858,0.624566,1.905818,0.655581,0,elliptical
0.099349,10.986792,6.170798,0.647019,3.084573,0.669764,1,spiral
0.189385,11.593457,3.179653,0.780487,1.815914,0.788268,0,elliptical
0.066103,10.727818,15.348161,0.285998,6.507786,0.294224,1,spiral
0.032035,10.651452,5.213455,0.867382,3.705291,0.867112,0,elliptical
0.115583,10.756549,5.575616,0.300712,3.045547,0.338388,1,spiral
0.036419,9.38712,25.765591,0.270171,9.527806,0.269498,1,spiral
0.138546,10.766796,6.250337,0.554177,2.946384,0.560419,1,spiral
0.137405,11.496345,4.320072,0.809883,2.377249,0.781497,0,elliptical
0.095218,11.23815,3.689389,0.834334,1.958804,0.858038,0,elliptical
0.135456,10.424587,6.27295,0.743158,2.600488,0.757816,1,spiral
0.08177,10.644596,6.435091,0.240616,3.464243,0.265018,1,spiral
0.095152,11.474016,4.859205,0.688754,2.468558,0.736185,0,elliptical
0.132738,11.00286,15.025826,0.595224,5.004544,0.636579,1,spiral
0.130148,10.837902,3.357703,0.574654,1.949706,0.616363,1,spiral
0.096734,10.686907,4.834597,0.714633,2.443348,0.762224,1,spiral
0.150111,10.607427,6.389303,0.777259,2.802275,0.778506,1,spiral
0.117244,10.596976,13.9942,0.263637,5.054577,0.29844,1,spiral
0.05904,10.041292,7.270105,0.277222,3.521098,0.325043,1,spiral
0.059146,10.463043,9.291725,0.227348,4.515163,0.249987,1,spiral
0.051205,10.187813,8.407034,0.936262,4.299884,0.862406,1,spiral
0.107215,10.729523,9.895712,0.838224,4.013908,0.872254,1,spiral
0.200138,11.367895,1.921384,0.896581,1.198169,0.875561,0,elliptical
0.19841,11.407678,1.712898,0.926996,1.15408,0.872189,0,elliptical
0.077395,11.036051,6.490355,0.357656,4.062107,0.362953,1,spiral
0.184508,11.554097,4.224018,0.826185,2.004071,0.860034,0,elliptical
0.078985,10.968376,11.789693,0.712051,5.7368,0.668967,1,spiral
0.127206,11.003433,1.612167,0.999892,1.020883,0.987911,1,spiral
0.063166,10.827677,7.03156,0.59213,3.810308,0.590568,1,spiral
0.118051,10.613718,1.151102,0.74341,0.802502,0.745336,0,elliptical
0.047321,9.81956,7.934806,0.666997,3.605167,0.653903,1,spiral
0.072868,10.793775,5.439499,0.234758,3.076854,0.276104,1,spiral
0.077535,10.187598,5.116261,0.320797,2.73807,0.347711,1,spiral
0.122657,10.632876,4.106917,0.480329,2.115478,0.539935,1,spiral
0.161688,11.134376,4.919297,0.573918,2.415298,0.607889,1,spiral
0.127705,11.118333,3.429365,0.859849,1.836975,0.835518,0,elliptical
0.073899,10.261678,5.373245,0.209825,3.133204,0.251011,1,spiral
0.071252,11.19144,4.306731,0.743057,2.815036,0.71637,0,elliptical
0.206278,11.361866,1.84038,0.819785,1.203233,0.827718,0,elliptical
0.018734,9.582161,19.121325,0.438624,8.587601,0.388444,1,spiral
0.071891,10.768738,8.336738,0.580066,4.429641,0.559255,1,spiral
0.179053,11.360765,3.149621,0.794264,1.785627,0.760989,0,elliptical
0.048021,10.231149,12.835048,0.285978,5.94743,0.276,1,spiral
0.029558,8.884258,18.39595,0.249992,6.654724,0.283901,1,spiral
0.115974,11.51446,12.685231,0.198515,5.606519,0.22368,1,spiral
0.125853,11.353099,2.199196,0.327985,1.53929,0.371104,1,spiral
0.100721,10.743711,7.937753,0.247024,3.779869,0.274909,1,spiral
0.130162,10.966455,1.464509,0.463292,1.186691,0.462685,0,elliptical
0.082663,11.032086,8.009666,0.384235,4.512573,0.372516,1,spiral
0.0825,10.552894,11.860257,0.131196,5.279428,0.169421,1,spiral
0.254373,11.708321,3.428007,0.70713,1.833271,0.689812,0,elliptical
